CWE-ID,Key Words,Name,Description
863,authorization,Incorrect Authorization,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions."
908,"use,resource",Use of Uninitialized Resource,The product uses or accesses a resource that has not been initialized.
909,"initialization,resource",Missing Initialization of Resource,The product does not initialize a critical resource.
910,"use,file,descriptor",Use of Expired File Descriptor,The product uses or accesses a file descriptor after it has been closed.
911,"update,reference,count",Improper Update of Reference Count,"The product uses a reference count to manage a resource, but it does not update or incorrectly updates the reference count."
912,functionality,Hidden Functionality,"The product contains functionality that is not documented, not part of the specification, and not accessible through an interface or command sequence that is obvious to the product's users or administrators."
913,"control,code,resource",Improper Control of Dynamically-Managed Code Resources,"The product does not properly restrict reading from or writing to dynamically-managed code resources such as variables, objects, classes, attributes, functions, or executable instructions or statements."
914,"control,variable",Improper Control of Dynamically-Identified Variables,The product does not properly restrict reading from or writing to dynamically-identified variables.
915,"modification,object,attribute",Improperly Controlled Modification of Dynamically-Determined Object Attributes,"The product receives input from an upstream component that specifies multiple attributes, properties, or fields that are to be initialized or updated in an object, but it does not properly control which attributes can be modified."
916,"use,password,hash,effort",Use of Password Hash With Insufficient Computational Effort,"The product generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive."
917,"neutralization,element,expression,language,statement,expression,language,injection",Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),"The product constructs all or part of an expression language (EL) statement in a framework such as a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed."
918,"request,forgery",Server-Side Request Forgery (SSRF),"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination."
920,"restriction,power,consumption",Improper Restriction of Power Consumption,"The product operates in an environment in which power is a limited resource that cannot be automatically replenished, but the product does not properly restrict the amount of power that its operation consumes."
921,"storage,data,mechanism,access,control",Storage of Sensitive Data in a Mechanism without Access Control,The product stores sensitive information in a file system or device that does not have built-in access control.
922,"storage,information",Insecure Storage of Sensitive Information,The product stores sensitive information without properly limiting read or write access by unauthorized actors.
923,"restriction,communication,channel,endpoint",Improper Restriction of Communication Channel to Intended Endpoints,"The product establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint."
924,"enforcement,message,integrity,transmission,communication,channel",Improper Enforcement of Message Integrity During Transmission in a Communication Channel,"The product establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission."
939,"authorization,handler,scheme",Improper Authorization in Handler for Custom URL Scheme,"The product uses a handler for a custom URL scheme, but it does not properly restrict which actors can invoke the handler using the scheme."
940,"verification,source,communication,channel",Improper Verification of Source of a Communication Channel,"The product establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin."
941,"destination,communication,channel",Incorrectly Specified Destination in a Communication Channel,"The product creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor."
943,"neutralization,element,data,query,logic",Improper Neutralization of Special Elements in Data Query Logic,"The product generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query."
1007,"distinction,homoglyphs,user",Insufficient Visual Distinction of Homoglyphs Presented to User,"The product displays information or identifiers to a user, but the display mechanism does not make it easy for the user to distinguish between visually similar or identical glyphs (homoglyphs), which may cause the user to misinterpret a glyph and perform an unintended, insecure action."
1021,"restriction,layer,frame",Improper Restriction of Rendered UI Layers or Frames,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with."
1023,"comparison,factor",Incomplete Comparison with Missing Factors,"The product performs a comparison between entities that must consider multiple factors or characteristics of each entity, but the comparison does not include one or more of these factors."
1024,"comparison,type",Comparison of Incompatible Types,"The product performs a comparison between two entities, but the entities are of different, incompatible types that cannot be guaranteed to provide correct results when they are directly compared."
1025,"comparison,factor",Comparison Using Wrong Factors,"The code performs a comparison between two entities, but the comparison examines the wrong factors or characteristics of the entities, which can lead to incorrect results and resultant weaknesses."
1037,"processor,optimization,removal,modification,code",Processor Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the processor optimizes the execution of the program such that the mechanism is removed or modified."
1038,optimization,Insecure Automated Optimizations,"The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption."
1039,"recognition,mechanism,detection,handling,input,perturbation",Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,"The product uses an automated mechanism such as machine learning to recognize complex data inputs (e.g. image or audio) as a particular concept or category, but it does not properly detect or handle inputs that have been modified or constructed in a way that causes the mechanism to detect a different, incorrect concept."
1041,"use,code",Use of Redundant Code,"The product has multiple functions, methods, procedures, macros, etc. that contain the same code."
1043,"data,element,number,element",Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,The product uses a data element that has an excessively large number of sub-elements with non-primitive data types such as structures or aggregated objects.
1044,"architecture,number,layer,range",Architecture with Number of Horizontal Layers Outside of Expected Range,The product's architecture contains too many - or too few - horizontal layers.
1045,"parent,class,destructor,child,class,destructor",Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,"A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor."
1046,"creation,text,string,concatenation",Creation of Immutable Text Using String Concatenation,The product creates an immutable text string using string concatenation operations.
1047,"module,dependency",Modules with Circular Dependencies,"The product contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies."
1048,"control,element,number,call",Invokable Control Element with Large Number of Outward Calls,"The code contains callable control elements that contain an excessively large number of references to other application objects external to the context of the callable, i.e. a Fan-Out value that is excessively large."
1049,"data,query,operation,data,table",Excessive Data Query Operations in a Large Data Table,The product performs a data query with a large number of joins and sub-queries on a large data table.
1050,"platform,resource,consumption,loop",Excessive Platform Resource Consumption within a Loop,"The product has a loop body or loop condition that contains a control element that directly or indirectly consumes platform resources, e.g. messaging, sessions, locks, or file descriptors."
1051,"initialization,network,resource,configuration,data",Initialization with Hard-Coded Network Resource Configuration Data,The product initializes data using hard-coded values that act as network resource identifiers.
1052,"use,literal,initialization",Excessive Use of Hard-Coded Literals in Initialization,The product initializes a data element using a hard-coded literal that is not a simple integer or static constant element.
1053,"documentation,design",Missing Documentation for Design,The product does not have documentation that represents how it is designed.
1054,"invocation,control,element,layer",Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,"The code at one architectural layer invokes code that resides at a deeper layer than the adjacent layer, i.e., the invocation skips at least one layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer."
1055,"inheritance,class",Multiple Inheritance from Concrete Classes,The product contains a class with inheritance from more than one concrete class.
1056,"control,element,parameter",Invokable Control Element with Variadic Parameters,A named-callable or method control element has a signature that supports a variable (variadic) number of parameters or arguments.
1057,"data,access,operation,data,manager,component",Data Access Operations Outside of Expected Data Manager Component,"The product uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager."
1058,"control,element,multithread,context,storable,member,element",Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,The code contains a function or method that operates in a multi-threaded environment but owns an unsafe non-final static storable or member data element.
1059,documentation,Insufficient Technical Documentation,"The product does not contain sufficient technical or engineering documentation (whether on paper or in electronic form) that contains descriptions of all the relevant software/hardware elements of the product, such as its usage, structure, architectural components, interfaces, design, implementation, configuration, operation, etc."
1060,"number,serverside,data",Excessive Number of Inefficient Server-Side Data Accesses,The product performs too many data queries without using efficient data processing functionality such as stored procedures.
1061,encapsulation,Insufficient Encapsulation,"The product does not sufficiently hide the internal representation and implementation details of data or methods, which might allow external components or modules to modify data unexpectedly, invoke unexpected functionality, or introduce dependencies that the programmer did not intend."
1062,"parent,class,reference,child,class",Parent Class with References to Child Class,"The code has a parent class that contains references to a child class, its methods, or its members."
1063,"creation,class,instance,code,block",Creation of Class Instance within a Static Code Block,A static code block creates an instance of a class.
1064,"control,element,signature,number,parameter",Invokable Control Element with Signature Containing an Excessive Number of Parameters,"The product contains a function, subroutine, or method whose signature has an unnecessarily large number of parameters/arguments."
1065,"runtime,resource,management,control,element,component,application,server",Runtime Resource Management Control Element in a Component Built to Run on Application Servers,"The product uses deployed components from application servers, but it also uses low-level functions/methods for management of resources, instead of the API provided by the application server."
1066,"serialization,control,element",Missing Serialization Control Element,The product contains a serializable data element that does not have an associated serialization method.
1067,"execution,search,data,resource",Excessive Execution of Sequential Searches of Data Resource,The product contains a data query against an SQL table or view that is configured in a way that does not utilize an index and may cause sequential searches to be performed.
1068,"inconsistency,implementation,design",Inconsistency Between Implementation and Documented Design,The implementation of the product is not consistent with the design as described within the relevant documentation.
1070,"data,element,item,element",Serializable Data Element Containing non-Serializable Item Elements,"The product contains a serializable, storable data element such as a field or member, but the data element contains member elements that are not serializable."
1071,"code,block",Empty Code Block,"The source code contains a block that does not contain any code, i.e., the block is empty."
1072,"data,resource,access,use,connection",Data Resource Access without Use of Connection Pooling,The product accesses a data resource through a database without using a connection pooling capability.
1073,"element,number,data,resource",Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,"The product contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities."
1074,"class,inheritance",Class with Excessively Deep Inheritance,"A class has an inheritance level that is too high, i.e., it has a large number of parent classes."
1075,"control,flow,transfer,switch,block",Unconditional Control Flow Transfer outside of Switch Block,The product performs unconditional control transfer (such as a goto) in code outside of a branching structure such as a switch block.
1076,"adherence,convention",Insufficient Adherence to Expected Conventions,"The product's architecture, source code, design, documentation, or other artifact does not follow required conventions."
1078,"source,code,style,formatting",Inappropriate Source Code Style or Formatting,"The source code does not follow desired style or formatting for indentation, white space, comments, etc."
1079,"parent,class,destructor,method",Parent Class without Virtual Destructor Method,"A parent class contains one or more child classes, but the parent class does not have a virtual destructor method."
1080,"source,code,file,number,line,code",Source Code File with Excessive Number of Lines of Code,A source code file has too many lines of code.
1082,"class,instance,self,destruction,control,element",Class Instance Self Destruction Control Element,The code contains a class instance that calls the method or function to delete or destroy itself.
1083,"data,access,data,manager,component",Data Access from Outside Expected Data Manager Component,"The product is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component."
1084,"control,element,file,data,access,operation",Invokable Control Element with Excessive File or Data Access Operations,A function or method contains too many operations that utilize a data manager or file resource.
1085,"control,element,volume,code",Invokable Control Element with Excessive Volume of Commented-out Code,"A function, method, procedure, etc. contains an excessive amount of code that has been commented out within its body."
1086,"class,number,child,class",Class with Excessive Number of Child Classes,A class contains an unnecessarily large number of children.
1087,"class,method,destructor",Class with Virtual Method without a Virtual Destructor,"A class contains a virtual method, but the method does not have an associated virtual destructor."
1088,"access,resource,timeout",Synchronous Access of Remote Resource without Timeout,"The code has a synchronous call to a remote resource, but there is no timeout for the call, or the timeout is set to infinite."
1089,"data,table,number,index",Large Data Table with Excessive Number of Indices,The product uses a large data table that contains an excessively large number of indices.
1090,"method,access,member,element,class",Method Containing Access of a Member Element from Another Class,A method for a class performs an operation that directly accesses a member element from another class.
1091,"use,object,destructor,method",Use of Object without Invoking Destructor Method,The product contains a method that accesses an object but does not later invoke the element's associated finalize/destructor method.
1092,"use,control,element,layer",Use of Same Invokable Control Element in Multiple Architectural Layers,The product uses the same control element across multiple architectural layers.
1093,"data,representation",Excessively Complex Data Representation,The product uses an unnecessarily complex internal representation for its data structures or interrelationships between those structures.
1094,"index,range,data,resource",Excessive Index Range Scan for a Data Resource,"The product contains an index range scan for a large data table, but the scan can cover a large number of rows."
1095,"loop,condition,value,update,loop",Loop Condition Value Update within the Loop,The product uses a loop with a control flow condition based on a value that is updated within the body of the loop.
1097,"data,element,comparison,control,element",Persistent Storable Data Element without Associated Comparison Control Element,The product uses a storable data element that does not have all of the associated functions or methods that are necessary to support comparison.
1098,"data,element,pointer,item,copy,control,element",Data Element containing Pointer Item without Proper Copy Control Element,The code contains a data element with a pointer that does not have an associated copy or constructor method.
1099,"naming,convention,identifier",Inconsistent Naming Conventions for Identifiers,"The product's code, documentation, or other artifacts do not consistently use the same naming conventions for variables, callables, groups of related callables, I/O capabilities, data types, file names, or similar types of elements."
1100,"isolation,systemdependent,function",Insufficient Isolation of System-Dependent Functions,The product or code does not isolate system-dependent functionality into separate standalone modules.
1101,"reliance,runtime,component,code",Reliance on Runtime Component in Generated Code,The product uses automatically-generated code that cannot be executed without a specific runtime support component.
1102,"reliance,data,representation",Reliance on Machine-Dependent Data Representation,"The code uses a data representation that relies on low-level data representation or constructs that may vary across different processors, physical machines, OSes, or other physical components."
1103,"use,party,component",Use of Platform-Dependent Third Party Components,The product relies on third-party components that do not provide equivalent functionality across all desirable platforms.
1104,"use,party,component",Use of Unmaintained Third Party Components,The product relies on third-party components that are not actively supported or maintained by the original developer or a trusted proxy for the original developer.
1105,"encapsulation,functionality",Insufficient Encapsulation of Machine-Dependent Functionality,"The product or code uses machine-dependent functionality, but it does not sufficiently encapsulate or isolate this functionality from the rest of the code."
1106,"use,constant",Insufficient Use of Symbolic Constants,"The source code uses literal constants that may need to change or evolve over time, instead of using symbolic constants."
1107,"isolation,definition",Insufficient Isolation of Symbolic Constant Definitions,"The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location."
1108,"reliance,variable",Excessive Reliance on Global Variables,"The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context."
1109,"use,variable,purpose",Use of Same Variable for Multiple Purposes,"The code contains a callable, block, or other code element in which the same variable is used to control more than one unique task or store more than one instance of data."
1110,"design,documentation",Incomplete Design Documentation,"The product's design documentation does not adequately describe control flow, data flow, system initialization, relationships between tasks, components, rationales, or other important aspects of the design."
1111,documentation,Incomplete I/O Documentation,"The product's documentation does not adequately define inputs, outputs, or system/software interfaces."
1112,"documentation,program,execution",Incomplete Documentation of Program Execution,The document does not fully define all mechanisms that are used to control or influence how product-specific programs are executed.
1113,"comment,style",Inappropriate Comment Style,The source code uses comment styles or formats that are inconsistent or do not follow expected standards for the product.
1114,"whitespace,style",Inappropriate Whitespace Style,The source code contains whitespace that is inconsistent across the code or does not follow expected standards for the product.
1115,"source,code,element,prologue",Source Code Element without Standard Prologue,The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.
1116,comment,Inaccurate Comments,The source code contains comments that do not accurately describe or explain aspects of the portion of the code with which the comment is associated.
1117,summary,Callable with Insufficient Behavioral Summary,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes."
1118,"documentation,error,handling,technique",Insufficient Documentation of Error Handling Techniques,"The documentation does not sufficiently describe the techniques that are used for error handling, exception processing, or similar mechanisms."
1119,"use,branching",Excessive Use of Unconditional Branching,The code uses too many unconditional branches (such as goto).
1120,"code,complexity",Excessive Code Complexity,"The code is too complex, as calculated using a well-defined, quantitative measure."
1121,"mccabe,complexity",Excessive McCabe Cyclomatic Complexity,The code contains McCabe cyclomatic complexity that exceeds a desirable maximum.
1122,complexity,Excessive Halstead Complexity,The code is structured in a way that a Halstead complexity measure exceeds a desirable maximum.
1123,"use,code",Excessive Use of Self-Modifying Code,The product uses too much self-modifying code.
1124,nesting,Excessively Deep Nesting,The code contains a callable or other code grouping in which the nesting / branching is too deep.
1125,"attack,surface",Excessive Attack Surface,The product has an attack surface whose quantitative measurement exceeds a desirable maximum.
1126,"declaration,variable,scope",Declaration of Variable with Unnecessarily Wide Scope,"The source code declares a variable in one scope, but the variable is only used within a narrower scope."
1127,"compilation,warning,error",Compilation with Insufficient Warnings or Errors,"The code is compiled without sufficient warnings enabled, which may prevent the detection of subtle bugs or quality issues."
1164,code,Irrelevant Code,"The product contains code that is not essential for execution, i.e. makes no state changes and has no side effects that alter data or control flow, such that removal of the code would have no impact to functionality or correctness."
1173,"use,validation,framework",Improper Use of Validation Framework,"The product does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library."
1176,"cpu,computation",Inefficient CPU Computation,"The product performs CPU computations using algorithms that are not as efficient as they could be for the needs of the developer, i.e., the computations can be optimized further."
1177,"use,code",Use of Prohibited Code,"The product uses a function, library, or third party component that has been explicitly prohibited, whether by the developer or the customer."
1188,"default,initialization,resource",Insecure Default Initialization of Resource,"The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure."
1189,"isolation,resource,systemonachip,soc",Improper Isolation of Shared Resources on System-on-a-Chip (SoC),The System-On-a-Chip (SoC) does not properly isolate shared resources between trusted and untrusted agents.
1190,"device,boot,phase",DMA Device Enabled Too Early in Boot Phase,"The product enables a Direct Memory Access (DMA) capable device before the security configuration settings are established, which allows an attacker to extract data from or gain privileges on the product."
1191,"onchip,debug,test,interface,access,control",On-Chip Debug and Test Interface With Improper Access Control,The chip does not implement or does not correctly perform access control to check whether users are authorized to access internal registers and test modes through the physical debug/test interface.
1192,"systemonchip,soc,component,identifier","System-on-Chip (SoC) Using Components without Unique, Immutable Identifiers","The System-on-Chip (SoC) does not have unique, immutable identifiers for each of its components."
1193,"execution,core,fabric,access,control",Power-On of Untrusted Execution Core Before Enabling Fabric Access Control,The product enables components that contain untrusted firmware before memory and fabric access controls have been enabled.
1204,"generation,initialization,vector",Generation of Weak Initialization Vector (IV),"The product uses a cryptographic primitive that uses an Initialization Vector (IV), but the product does not generate IVs that are sufficiently unpredictable or unique according to the expected cryptographic requirements for that primitive."
1209,"failure,bit",Failure to Disable Reserved Bits,"The reserved bits in a hardware design are not disabled prior to production. Typically, reserved bits are used for future capabilities and should not support any functional logic in the design. However, designers might covertly use these bits to debug or further develop new capabilities in production hardware. Adversaries with access to these bits will write to them in hopes of compromising hardware state."
1220,"granularity,access,control",Insufficient Granularity of Access Control,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets."
1221,"register,default,module,parameter",Incorrect Register Defaults or Module Parameters,Hardware description language code incorrectly defines register defaults or hardware IP parameters to insecure values.
1223,"race,condition,writeonce,attribute",Race Condition for Write-Once Attributes,"A write-once register in hardware design is programmable by an untrusted software component earlier than the trusted software component, resulting in a race condition issue."
1224,"restriction,writeonce,bit,field",Improper Restriction of Write-Once Bit Fields,"The hardware design control register sticky bits or write-once bit fields are improperly implemented, such that they can be reprogrammed by software."
1229,"creation,resource",Creation of Emergent Resource,"The product manages resources or behaves in a way that indirectly creates a new, distinct resource that can be used by attackers in violation of the intended policy."
1230,"exposure,information",Exposure of Sensitive Information Through Metadata,"The product prevents direct access to a resource containing sensitive information, but it does not sufficiently limit access to metadata that is derived from the original, sensitive information."
1231,"prevention,lock,bit,modification",Improper Prevention of Lock Bit Modification,"The product uses a trusted lock bit for restricting access to registers, address regions, or other resources, but the product does not prevent the value of the lock bit from being modified after it has been set."
1232,"lock,behavior,power,state,transition",Improper Lock Behavior After Power State Transition,"Register lock bit protection disables changes to system configuration once the bit is set. Some of the protected registers or lock bits become programmable after power state transitions (e.g., Entry and wake from low power sleep modes) causing the system configuration to be changeable."
1233,"hardware,control,lock,bit,protection",Security-Sensitive Hardware Controls with Missing Lock Bit Protection,"The product uses a register lock bit protection mechanism, but it does not ensure that the lock bit prevents modification of system registers or controls that perform changes to important hardware system configuration."
1234,"hardware,mode,override,lock",Hardware Internal or Debug Modes Allow Override of Locks,System configuration protection may be bypassed during debug mode.
1235,"use,performance,operation",Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,"The code uses boxed primitives, which may introduce inefficiencies into performance-critical operations."
1236,"neutralization,formula,element,file",Improper Neutralization of Formula Elements in a CSV File,"The product saves user-provided information into a Comma-Separated Value (CSV) file, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as a command when the file is opened by a spreadsheet product."
1240,"use,primitive,implementation",Use of a Cryptographic Primitive with a Risky Implementation,"To fulfill the need for a cryptographic primitive, the product implements a cryptographic algorithm using a non-standard, unproven, or disallowed/non-compliant cryptographic implementation."
1241,"use,number,generator",Use of Predictable Algorithm in Random Number Generator,The device uses an algorithm that is predictable and generates a pseudo-random number.
1242,"inclusion,feature,chicken,bit",Inclusion of Undocumented Features or Chicken Bits,The device includes chicken bits or undocumented features that can create entry points for unauthorized actors.
1243,"information,debug",Sensitive Non-Volatile Information Not Protected During Debug,Access to security-sensitive information stored in fuses is not limited during debug.
1244,"asset,debug,access,level,state",Internal Asset Exposed to Unsafe Debug Access Level or State,"The product uses physical debug or test interfaces with support for multiple access levels, but it assigns the wrong debug access level to an internal asset, providing unintended access to the asset from untrusted debug agents."
1245,"machine,fsms,hardware,logic",Improper Finite State Machines (FSMs) in Hardware Logic,"Faulty finite state machines (FSMs) in the hardware logic allow an attacker to put the system in an undefined state, to cause a denial of service (DoS) or gain privileges on the victim's system."
1246,"write,handling,limitedwrite,nonvolatile,memory",Improper Write Handling in Limited-write Non-Volatile Memories,The product does not implement or incorrectly implements wear leveling operations in limited-write non-volatile memories.
1247,"protection,voltage,clock,glitch",Improper Protection Against Voltage and Clock Glitches,The device does not contain or contains incorrectly implemented circuitry or sensors to detect and mitigate voltage and clock glitches and protect sensitive information or software contained on the device.
1248,"semiconductor,defect,hardware,logic,implication",Semiconductor Defects in Hardware Logic with Security-Sensitive Implications,The security-sensitive hardware module contains semiconductor defects.
1249,"applicationlevel,admin,tool,view,operating,system",Application-Level Admin Tool with Inconsistent View of Underlying Operating System,"The product provides an application for administrators to manage parts of the underlying operating system, but the application does not accurately identify all of the relevant entities or resources that exist in the OS; that is, the application's model of the OS's state is inconsistent with the OS's actual state."
1250,"preservation,consistency,representation,state",Improper Preservation of Consistency Between Independent Representations of Shared State,The product has or supports multiple distributed components or sub-systems that are each required to keep their own local copy of shared data - such as state or cache - but the product does not ensure that all local copies remain consistent with each other.
1251,"region,value",Mirrored Regions with Different Values,The product's architecture mirrors regions without ensuring that their contents always stay in sync.
1252,"hardware,exclusivity,operation",CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations,The CPU is not configured to provide hardware support for exclusivity of write and execute operations on memory. This allows an attacker to execute data from all of memory.
1253,"selection,fuse,value",Incorrect Selection of Fuse Values,The logic level used to set a system to a secure state relies on a fuse being unblown. An attacker can set the system to an insecure state merely by blowing the fuse.
1254,"comparison,logic,granularity",Incorrect Comparison Logic Granularity,"The product's comparison logic is performed over a series of steps rather than across the entire string in one operation. If there is a comparison logic failure on one of these steps, the operation may be vulnerable to a timing attack that can result in the interception of the process for nefarious purposes."
1256,"restriction,software,interface,hardware,feature",Improper Restriction of Software Interfaces to Hardware Features,"The product provides software-controllable device functionality for capabilities such as power and clock management, but it does not properly limit functionality that can lead to modification of hardware memory or register bits, or the ability to observe physical side channels."
1257,"access,control,memory,region",Improper Access Control Applied to Mirrored or Aliased Memory Regions,Aliased or mirrored memory regions in hardware designs may have inconsistent read/write permissions enforced by the hardware. A possible result is that an untrusted agent is blocked from accessing a memory region but is not blocked from accessing the corresponding aliased memory region.
1258,"exposure,system,information,debug,information",Exposure of Sensitive System Information Due to Uncleared Debug Information,"The hardware does not fully clear security-sensitive values, such as keys and intermediate values in cryptographic operations, when debug mode is entered."
1259,"restriction,security,assignment",Improper Restriction of Security Token Assignment,"The System-On-A-Chip (SoC) implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens are improperly protected."
1260,"handling,overlap,memory,range",Improper Handling of Overlap Between Protected Memory Ranges,"The product allows address regions to overlap, which can result in the bypassing of intended memory protection."
1261,"handling,event,upset",Improper Handling of Single Event Upsets,The hardware logic does not effectively handle when single-event upsets (SEUs) occur.
1262,"access,control,interface",Improper Access Control for Register Interface,"The product uses memory-mapped I/O registers that act as an interface to hardware functionality from software, but there is improper access control to those registers."
1263,"access,control",Improper Physical Access Control,"The product is designed with access restricted to certain information, but it does not sufficiently protect against an unauthorized actor with physical access to these areas."
1264,"hardware,logic,desynchronization,control,data,channel",Hardware Logic with Insecure De-Synchronization between Control and Data Channels,The hardware logic for error handling and security checks can incorrectly forward data before the security check is complete.
1265,"invocation,code,call",Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,"During execution of non-reentrant code, the product performs a call that unintentionally produces a nested invocation of the non-reentrant code."
1266,"scrubbing,data,device",Improper Scrubbing of Sensitive Data from Decommissioned Device,"The product does not properly provide a capability for the product administrator to remove sensitive data at the time the product is decommissioned. A scrubbing capability could be missing, insufficient, or incorrect."
1267,"policy,encoding",Policy Uses Obsolete Encoding,The product uses an obsolete encoding mechanism to implement access controls.
1268,"policy,privilege,control,data,agent",Policy Privileges are not Assigned Consistently Between Control and Data Agents,The product's hardware-enforced access control for a particular resource improperly accounts for privilege discrepancies between control and write policies.
1269,"product,nonrelease,configuration",Product Released in Non-Release Configuration,The product released to market is released in pre-production or manufacturing configuration.
1270,"generation,security,token",Generation of Incorrect Security Tokens,"The product implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens generated in the system are incorrect."
1271,"value,reset,register,security,setting",Uninitialized Value on Reset for Registers Holding Security Settings,Security-critical logic is not set to a known value on reset.
1272,"information,debugpower,state,transition",Sensitive Information Uncleared Before Debug/Power State Transition,"The product performs a power or debug state transition, but it does not clear sensitive information that should no longer be accessible due to changes to information access restrictions."
1273,"device,credential,sharing",Device Unlock Credential Sharing,The credentials necessary for unlocking a device are shared across multiple parties and may expose sensitive information.
1274,"access,control,memory,boot,code",Improper Access Control for Volatile Memory Containing Boot Code,"The product conducts a secure-boot process that transfers bootloader code from Non-Volatile Memory (NVM) into Volatile Memory (VM), but it does not have sufficient access control or other protections for the Volatile Memory."
1276,"hardware,child,block,parent,system",Hardware Child Block Incorrectly Connected to Parent System,Signals between a hardware IP and the parent system design are incorrectly connected causing security risks.
1277,firmware update,Firmware Not Updateable,The product does not provide its users with the ability to update or patch its firmware to address any vulnerabilities or weaknesses that may be present.
1278,"protection,hardware,engineering,circuit,technique",Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques,Information stored in hardware may be recovered by an attacker with the capability to capture and analyze images of the integrated circuit using techniques such as scanning electron microscopy.
1279,"operation,unit",Cryptographic Operations are run Before Supporting Units are Ready,Performing cryptographic operations without ensuring that the supporting inputs are ready to supply valid data may compromise the cryptographic result.
1280,"access,control,check,asset",Access Control Check Implemented After Asset is Accessed,A product's hardware-based access control check occurs after the asset has been accessed.
1281,"sequence,processor,instruction,behavior",Sequence of Processor Instructions Leads to Unexpected Behavior,Specific combinations of processor instructions lead to undesirable behavior such as locking the processor until a hard reset performed.
1282,"data,memory",Assumed-Immutable Data is Stored in Writable Memory,"Immutable data, such as a first-stage bootloader, device identifiers, and write-once configuration settings are stored in writable memory that can be re-programmed or updated in the field."
1283,"attestation,measurement,reporting,data",Mutable Attestation or Measurement Reporting Data,The register contents used for attestation or measurement reporting data to verify boot flow are modifiable by an adversary.
1284,"validation,quantity,input",Improper Validation of Specified Quantity in Input,"The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties."
1285,"validation,index,position,input","Improper Validation of Specified Index, Position, or Offset in Input","The product receives input that is expected to specify an index, position, or offset into an indexable resource such as a buffer or file, but it does not validate or incorrectly validates that the specified index/position/offset has the required properties."
1286,"validation,correctness,input",Improper Validation of Syntactic Correctness of Input,"The product receives input that is expected to be well-formed - i.e., to comply with a certain syntax - but it does not validate or incorrectly validates that the input complies with the syntax."
